2.629878594115221180e+00,3.656319596604009181e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.526759130199126568e-01,-6.583911982701780019e-01
7.483323818745998834e-02,8.066475860044823865e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.341069290923287971e-01,-7.732453701620827236e-01
2.563428693853496032e+00,3.549815643483531513e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.491980057793560244e-01,-6.623460939238912104e-01
7.768314451278546251e-02,7.876338429879274905e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.377184941071215585e-01,-7.702695127510533757e-01
9.323956495592283789e-02,3.499783248082207532e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999841217913287839e-01,5.635260883474990656e-03
1.648980905358082838e-02,7.542377234277555242e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.451008178835425655e-01,-7.640974641797892986e-01
-9.062652203569511455e-02,7.751802456506260430e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.971471641864204205e-01,-7.169280518063386731e-01
1.202463146651088777e-01,7.383329917382768226e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.114822232959383763e-01,-7.912581693689210161e-01
2.612404837656381318e+00,3.596521938373821392e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.451445152152641471e-01,-6.669030300160654345e-01
-8.465105805675682271e-02,3.107542124630089830e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.944484517118187261e-01,-1.052248872081432973e-01
-1.940485849343021318e-01,3.469090267118104087e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.988681229720153265e-01,-4.756545921530562493e-02
2.636031889455956900e+00,3.768495132360058175e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.759304474450968714e-01,-6.308184689176845605e-01
2.667616208776758313e+00,3.645927053645486637e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.489659183972361411e-01,-6.626085217376731507e-01
-5.692828139290640604e-02,6.912486537340398751e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.615709981539372730e-01,-7.498825337355199405e-01
1.076247300286577863e-02,7.767175841880800125e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.313063107106330341e-01,-7.755335853829475878e-01
-2.216546435679513927e-01,3.140805974681517121e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.939891144780331755e-01,-1.094789491143176308e-01
2.298742025475601636e-02,7.324931139237685906e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.305539169459954962e-01,-7.761454488844617972e-01
3.391012189719324471e-02,7.650416023208657101e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.262054929493431343e-01,-7.796580536363811875e-01
9.999751091584591078e-02,7.452703036884759102e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.502806241213913152e-01,-7.596940896784005748e-01
-3.729687332547935996e-03,7.656729654851415212e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.352541481708188220e-01,-7.723031575953624994e-01
8.881720042534357873e-02,8.151798038367997767e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.243756231807426893e-01,-7.811242418320271108e-01
2.547007725753383856e+00,3.640594630329913706e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.887003301114101639e-01,-6.147778373381335149e-01
-4.889523437538234596e-03,3.382830536980078406e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.965520444657707255e-01,-8.297001067308910904e-02
-1.425853683020164298e-01,3.147529803453875008e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.928385828074171027e-01,-1.194635864561233024e-01
1.977551757257513254e-02,7.259342958107555255e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.461659802532522257e-01,-7.631969116573740219e-01
-9.501494357321868534e-02,3.368826448502297843e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,9.973084521904698185e-01,-7.332019632713317192e-02
2.498168638112050477e+00,3.717044625659304824e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.699242309169290754e-01,-6.381353137438605660e-01
2.258783955520279191e-02,7.216576811996144869e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.170840745158737706e-01,-7.868972264399509697e-01
7.644146865068091046e-03,7.789180819639378583e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.330310400468922571e-01,-7.741264123753625048e-01
2.566087162336390115e+00,3.623795578934803974e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-7.627923033940372521e-01,-6.466435663352871899e-01
-3.578578825741077912e-02,6.590011006298424068e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.473634185166441402e-01,-7.621814773178657854e-01
3.017363483565634052e-03,7.707360871711412820e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.523536882841299844e-01,-7.579146821259581390e-01
6.220145159493208065e-02,7.220322620866579388e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.144896029808849525e-01,-7.889249190058547079e-01
-1.946005607450249086e-02,3.532641724036003072e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999983477092513e-01,5.748549005317464447e-05
9.413784182588252891e-02,7.526663966478431833e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.260998873912771989e-01,-7.797428621081631261e-01
-1.030769292548610119e-02,7.603898330963506647e-01,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.614457713974961628e-01,-7.499929943008609712e-01
