,dining_room_bedroom,dining_room_dining_room,dining_room_garage,dining_room_obstacle_world,dining_room_study,dining_room_turtle_world
0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1,0.15750172606727456,0.21164786172672123,0.1250337884160585,0.20081601124326817,0.12789496335212935,0.17710564919454824
2,0.1592950069484888,0.2653375489557455,0.23567047086488815,0.0849340741476485,0.1239892798805929,0.13077361920263622
3,0.13139168366207118,0.36303177868694064,0.210887318519261,0.04526755491561767,0.17563770324962188,0.07378396096648764
4,0.15747322356547813,0.5123928080215145,0.06127910569411792,0.03720985751432491,0.1797977689259954,0.05184723627856907
5,0.0468479678354497,0.9222067366372809,0.002686395389908762,0.005498374589284909,0.01660072994453566,0.0061597956035399
6,0.026641877398879833,0.966351669388559,0.00027302867180472446,0.002857817550373553,0.002839434585863195,0.001036172404519677
