,study_bedroom,study_dining_room,study_garage,study_obstacle_world,study_study,study_turtle_world
0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1,0.18155371167057294,0.2439684683024589,0.1441276164901989,0.07877314687647949,0.14742571957994283,0.20415133708034705
2,0.16184494288475257,0.2771389958324737,0.25149500784111234,0.06551398900686226,0.1044185228225685,0.13958854161223064
3,0.12341094608779243,0.24420840240536204,0.3855367953275442,0.04153319939808768,0.10725731928148144,0.09805333749973226
4,0.04042012031406126,0.14641172269999467,0.4320323844151235,0.011891394464890013,0.3098478416766625,0.05939653642926795
5,0.003859680588376288,0.041946879400876914,0.10722495704691837,0.002889923964701559,0.8322039983858686,0.011874560613258445
6,6.298064449293252e-05,0.0023000685676185743,0.008138590483657436,8.189548215440385e-05,0.9890195188004564,0.0003969460216203281
