,garage_bedroom,garage_dining_room,garage_garage,garage_obstacle_world,garage_study,garage_turtle_world
0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1,0.15750172606727456,0.21164786172672123,0.1250337884160585,0.20081601124326817,0.12789496335212935,0.17710564919454824
2,0.12233132142502846,0.1458408279056461,0.07913965976840315,0.11905371180345757,0.21090533261127636,0.3227291464861884
3,0.12407393636583185,0.1227191576869444,0.1121481537209717,0.15279939142539195,0.20251618416368336,0.2857431766371768
4,0.09315094914456719,0.09626526284033046,0.23417335444270626,0.16942805694509347,0.1753303035307623,0.23165207309654023
5,0.058468411130017564,0.1072206587591204,0.4106345004845485,0.1048717313227482,0.08289574569423136,0.23590895260933395
6,0.005574776620451619,0.03741577273489486,0.9065720894915101,0.010841031332425198,0.008661621797076649,0.030934708023641563
7,2.9481823170209264e-05,0.000815440053558314,0.9989109778033433,3.961105487236678e-05,6.208965946033989e-05,0.00014239960559539905
